iter	Accuracy	MultiClass
882	0.8256791721	0.4068778841
883	0.8257802393	0.4068607204
884	0.8258206662	0.4068416108
885	0.8258408797	0.4068339205
886	0.8258408797	0.4068147137
887	0.8258813066	0.4067856634
888	0.8258408797	0.4066811523
889	0.8258206662	0.4066601435
890	0.8258408797	0.4066418061
891	0.8259217335	0.4066229288
892	0.8259015201	0.4066032762
893	0.8259217335	0.4065886277
894	0.8258610931	0.4065616335
895	0.8258610931	0.4065224314
896	0.8259217335	0.4064871091
897	0.8259015201	0.4064526972
898	0.8261036546	0.406433132
899	0.8261036546	0.4064163141
900	0.8261440815	0.4063805733
901	0.8262047219	0.4062921462
902	0.8260632277	0.4062273664
903	0.8260834411	0.4062008875
904	0.8260834411	0.4061925231
905	0.8260632277	0.4061624476
906	0.8260834411	0.4061405327
907	0.826164295	0.406107156
908	0.8261440815	0.4060352305
909	0.8260834411	0.4059977147
910	0.8261036546	0.4059393383
911	0.8261440815	0.4059175038
912	0.8262451488	0.4058278731
913	0.8262653622	0.4057993729
914	0.8262653622	0.4057591313
915	0.8262451488	0.405669382
916	0.8263866429	0.4056524495
917	0.8263057891	0.4056403266
918	0.8262855757	0.4056286876
919	0.826346216	0.4056093036
920	0.826346216	0.4055802463
921	0.8263866429	0.4055483332
922	0.8264068564	0.4054674993
923	0.826346216	0.4054532295
924	0.8264068564	0.4053429297
925	0.8264068564	0.4053279098
926	0.8264674968	0.4053071961
927	0.8264472833	0.4052935143
928	0.8264270699	0.4052789814
929	0.8264877102	0.4052619824
930	0.8265079237	0.4052256042
931	0.8265281371	0.4051998965
932	0.8265281371	0.4051423388
933	0.8265079237	0.4051237309
934	0.8265079237	0.4050423608
935	0.8264674968	0.4050350658
936	0.8264877102	0.404999344
937	0.8266696313	0.4049678529
938	0.8268111255	0.4049211625
939	0.826790912	0.4048698296
940	0.8268515524	0.4048609299
941	0.8267100582	0.4048295106
942	0.8266898448	0.4047753843
943	0.8267100582	0.4047296744
944	0.8268717658	0.4046562992
945	0.8268515524	0.4045598364
946	0.8269121928	0.4044865218
947	0.8269121928	0.4044404698
948	0.8269324062	0.404384095
949	0.8269930466	0.4043427631
950	0.8270334735	0.4043290876
951	0.8270739004	0.4042875788
952	0.8269930466	0.4042735534
953	0.8269324062	0.4042347364
954	0.8269324062	0.4042181606
955	0.82701326	0.4041793583
956	0.8270536869	0.4041406463
957	0.827235608	0.4040933154
958	0.8272153946	0.4040741238
959	0.8271143273	0.4039656364
960	0.8271749677	0.4039350885
961	0.827235608	0.4039154863
962	0.8272962484	0.4038890804
963	0.8273366753	0.4038627103
964	0.8273973157	0.4038268628
965	0.8274175291	0.4038165365
966	0.8273771022	0.4037882826
967	0.827457956	0.4037167576
968	0.8274983829	0.4036503561
969	0.8274983829	0.4035365885
970	0.8275388098	0.4035159237
971	0.8275590233	0.4034426678
972	0.8275994502	0.4034284678
973	0.8276600906	0.4034173647
974	0.827680304	0.4033016377
975	0.8277611578	0.4032931134
976	0.827680304	0.4032403097
977	0.8277207309	0.4032067971
978	0.8277207309	0.4031498261
979	0.8278015847	0.4031015033
980	0.8278824386	0.4030260872
981	0.8278420116	0.4030225179
982	0.8278622251	0.40299436
983	0.827902652	0.4029707436
984	0.827902652	0.4029346515
985	0.8279430789	0.4028902959
986	0.8279835058	0.402805512
987	0.8279228655	0.4027745643
988	0.8278824386	0.4027219429
989	0.8280037193	0.4027050204
990	0.8280239327	0.4026605678
991	0.8281047865	0.4026403679
992	0.8279632924	0.4025303743
993	0.8279835058	0.4025104871
994	0.8278824386	0.4024387251
995	0.8278824386	0.4024223562
996	0.827902652	0.4023723524
997	0.8279228655	0.4023605665
998	0.827902652	0.4023394565
999	0.8279228655	0.4023174406
1000	0.8279430789	0.4023082558
1001	0.8279632924	0.4022870041
1002	0.8279835058	0.4022652076
1003	0.8279228655	0.4022558789
1004	0.8280239327	0.4022442602
1005	0.8280239327	0.4022118058
1006	0.8280441462	0.4022049932
1007	0.8280037193	0.4022014205
1008	0.8280239327	0.4021214793
1009	0.8280845731	0.4020933743
1010	0.8280643596	0.4020280896
1011	0.828125	0.4019678099
1012	0.8281654269	0.4019611558
1013	0.8281047865	0.4019256213
1014	0.8281654269	0.4018450252
1015	0.8281047865	0.4018410842
1016	0.8281047865	0.4017908887
1017	0.8282058538	0.4017704458
1018	0.8281654269	0.4017229857
1019	0.8282462807	0.4017112326
1020	0.8281856404	0.4016989655
1021	0.8281654269	0.401669334
1022	0.8282664942	0.4016208937
1023	0.8283877749	0.4015961937
1024	0.8284282018	0.4015623984
1025	0.8285494825	0.4015297639
1026	0.8286505498	0.4015091711
1027	0.8286505498	0.4014568368
1028	0.8286909767	0.4014030141
1029	0.8287516171	0.4013820592
1030	0.8286909767	0.4013590105
1031	0.8286707633	0.4013325662
1032	0.8286505498	0.4012764065
1033	0.8287111902	0.4011666156
1034	0.8287314036	0.4011333089
1035	0.8286909767	0.4011167723
1036	0.8286909767	0.401087193
1037	0.8287516171	0.4010684729
1038	0.8287516171	0.4010456755
1039	0.8288122574	0.4009681819
1040	0.8286101229	0.4009607886
1041	0.8285899094	0.4009250772
1042	0.8285494825	0.4008802762
1043	0.8286505498	0.400866946
1044	0.8287516171	0.4008099946
1045	0.8287718305	0.4007777616
1046	0.8286707633	0.4007482819
1047	0.8287314036	0.4006769415
1048	0.8288122574	0.4006658764
1049	0.828792044	0.4005912115
1050	0.8287718305	0.4005699962
1051	0.8287718305	0.4005684095
1052	0.8287718305	0.4005549055
1053	0.8288526843	0.4005416684
1054	0.8287516171	0.4005236922
1055	0.8288122574	0.4005075114
1056	0.8288728978	0.4004361632
1057	0.8288324709	0.4004145331
1058	0.8287111902	0.4004069719
1059	0.8287516171	0.4003408277
1060	0.8287516171	0.4003185113
1061	0.8290750323	0.4002836517
1062	0.8289335382	0.4002049966
1063	0.8289537516	0.4001573604
1064	0.8289739651	0.4001180686
1065	0.8288931113	0.4000827695
1066	0.8288728978	0.4000541448
1067	0.8288728978	0.4000322356
1068	0.8290750323	0.4000095256
1069	0.8290548189	0.3999722492
1070	0.8290548189	0.3999286467
1071	0.8291760996	0.399918833
1072	0.8290952458	0.3998778672
1073	0.829014392	0.3998435958
1074	0.8290548189	0.3998364033
1075	0.8291154592	0.3998129846
1076	0.8291558862	0.3997300001
1077	0.82923674	0.3996867846
1078	0.8292771669	0.3996556904
1079	0.8292973803	0.399628714
1080	0.8292771669	0.3996172278
1081	0.8292569534	0.3995895657
1082	0.8293984476	0.3995758028
1083	0.8293984476	0.399546661
1084	0.8294995149	0.3995100225
1085	0.8294793014	0.3994823672
1086	0.8295601552	0.3994433412
1087	0.8295803687	0.39942194
1088	0.8294995149	0.3993986814
1089	0.8294388745	0.3993785604
1090	0.8295601552	0.3993606445
1091	0.8296005821	0.3992905925
1092	0.8296410091	0.3992454493
1093	0.8296207956	0.399199069
1094	0.8297218629	0.3991495047
1095	0.8297016494	0.3991359361
1096	0.8297016494	0.3990938053
1097	0.829681436	0.399083664
1098	0.829681436	0.3990440001
1099	0.8297420763	0.3990249672
1100	0.8295803687	0.3990011766
1101	0.8295803687	0.3989769596
1102	0.8295803687	0.3989553169
1103	0.8296612225	0.3989358968
1104	0.8296612225	0.3989203898
1105	0.8297622898	0.398807482
1106	0.8298027167	0.3987809425
1107	0.8297420763	0.3987288023
1108	0.8297622898	0.3987102475
1109	0.8297420763	0.3986741577
1110	0.8298431436	0.3986182695
1111	0.8298835705	0.398583043
1112	0.8298633571	0.3985796
1113	0.8299442109	0.3985654366
1114	0.8299644243	0.3985062774
1115	0.8299846378	0.3984862299
1116	0.8300250647	0.3984221707
1117	0.8300654916	0.3984058955
1118	0.830085705	0.3983857889
1119	0.830085705	0.3983736427
1120	0.8300654916	0.3983236364
1121	0.8300048512	0.3983125018
1122	0.8299846378	0.3982637444
1123	0.8300250647	0.3982499367
1124	0.8299846378	0.398184223
1125	0.8300452781	0.3981752784
1126	0.8300654916	0.3981390428
1127	0.830126132	0.3981019666
1128	0.8301665589	0.3980594805
1129	0.8302271992	0.3980440648
1130	0.8302474127	0.3980293462
1131	0.8302474127	0.3980179424
1132	0.8303484799	0.3979924591
1133	0.8303484799	0.3979811628
1134	0.830308053	0.397971049
1135	0.8302878396	0.3979500667
1136	0.8303282665	0.3979399245
1137	0.8302878396	0.3979111937
1138	0.8303282665	0.3978922017
1139	0.8304293338	0.3977804682
1140	0.8304293338	0.3977640504
1141	0.8304899741	0.397730675
1142	0.8305506145	0.3976962753
1143	0.8306112549	0.397679201
1144	0.8307123221	0.3976454319
1145	0.8306314683	0.3975740646
1146	0.8306718952	0.3975093735
1147	0.8305910414	0.3974905374
1148	0.8305708279	0.3974442244
1149	0.8305910414	0.3974121572
1150	0.8306921087	0.3973279739
1151	0.8307729625	0.3973010185
1152	0.8307325356	0.3972849196
1153	0.8307729625	0.3972485028
1154	0.8308336028	0.3972272677
1155	0.8307729625	0.397216598
1156	0.8308133894	0.3971813764
1157	0.8308740298	0.3971669655
1158	0.8308336028	0.3971438663
1159	0.8308538163	0.3971241143
1160	0.8308133894	0.3971139787
1161	0.8308538163	0.3970980387
1162	0.8308740298	0.397075017
1163	0.8309144567	0.3969814627
1164	0.8309346701	0.3969568204
1165	0.8310155239	0.3969481378
1166	0.8309953105	0.3969390471
1167	0.8310357374	0.3969305466
1168	0.8309346701	0.3968348564
1169	0.8310155239	0.3968076586
1170	0.8309144567	0.396767297
1171	0.8309346701	0.3967155856
1172	0.8309548836	0.396682101
1173	0.8310155239	0.396671489
1174	0.8310357374	0.3966488894
1175	0.830975097	0.3966305668
1176	0.8310761643	0.3965822226
1177	0.8310761643	0.3965510444
1178	0.8312782988	0.3965356806
1179	0.8312580854	0.396517057
1180	0.831197445	0.396513796
1181	0.8311570181	0.3964604513
1182	0.8311165912	0.3964466112
1183	0.8311772316	0.3964305955
1184	0.8311772316	0.3964265965
1185	0.8311165912	0.3964050343
1186	0.8312782988	0.3963138771
1187	0.8312782988	0.3962933663
1188	0.8312580854	0.396283292
1189	0.8312378719	0.3962697857
1190	0.8313187257	0.3962364779
1191	0.8313389392	0.3962011121
1192	0.8313389392	0.3961450043
1193	0.8313995796	0.396121725
1194	0.8313995796	0.3959929236
1195	0.8314804334	0.3959693813
1196	0.8315208603	0.3959614507
1197	0.8315208603	0.3958840929
1198	0.8315208603	0.3958618172
1199	0.8315410737	0.3958287906
1200	0.8315410737	0.3958039315
1201	0.8314400065	0.3957736419
1202	0.8314602199	0.3957540795
1203	0.8313389392	0.3957357438
1204	0.8315006468	0.395695421
1205	0.8315006468	0.3956828206
1206	0.831419793	0.3956525725
1207	0.831419793	0.3956368885
1208	0.8314602199	0.3956231819
1209	0.8315006468	0.3956074324
1210	0.8314804334	0.3955990305
1211	0.8316017141	0.3955528939
1212	0.8316219276	0.3955380555
1213	0.831642141	0.3955203449
1214	0.8316623545	0.3954744569
1215	0.8316219276	0.3954408551
1216	0.8316825679	0.3953912814
1217	0.8316825679	0.3953488761
1218	0.8315815006	0.3953210447
1219	0.8316017141	0.3952965052
1220	0.8315612872	0.3952753242
1221	0.8317027814	0.3952375826
1222	0.8316623545	0.395216175
1223	0.8316825679	0.3952025013
1224	0.8317027814	0.3951773332
1225	0.8318038486	0.3951272044
1226	0.8317432083	0.3951038598
1227	0.8317229948	0.3950931079
1228	0.8317432083	0.3950609656
1229	0.8318240621	0.3950357632
1230	0.8317634217	0.3949729174
1231	0.8317634217	0.3949248535
1232	0.831864489	0.3949115344
1233	0.8318442755	0.3948483308
1234	0.8318038486	0.3947931723
1235	0.8317836352	0.394777576
1236	0.8317634217	0.3947583802
1237	0.8318038486	0.3947414994
1238	0.831864489	0.3947083478
1239	0.8318847025	0.3946983121
1240	0.8318442755	0.3945923233
1241	0.8319049159	0.3945622516
1242	0.8319857697	0.3945449328
1243	0.8320261966	0.3945373826
1244	0.8320261966	0.3945333615
1245	0.832086837	0.3944823935
1246	0.8321272639	0.3944668914
1247	0.8319857697	0.3944422956
1248	0.8320261966	0.3943974784
1249	0.8320261966	0.3943695907
1250	0.8320666235	0.3943320176
1251	0.8319857697	0.3943038647
1252	0.8320059832	0.3942972888
1253	0.8320261966	0.3942792273
1254	0.8320464101	0.3942563032
1255	0.8321676908	0.3942276559
1256	0.8321272639	0.3941707195
1257	0.8321474774	0.3941455761
1258	0.8321879043	0.3941181007
1259	0.8321676908	0.3940961074
1260	0.8322687581	0.3940648011
1261	0.8322687581	0.3940513262
1262	0.8322889715	0.394022263
1263	0.8322485446	0.394017389
1264	0.832309185	0.3940020087
1265	0.8322283312	0.3939455
1266	0.8323293984	0.393930244
1267	0.8322889715	0.3939107766
1268	0.8323900388	0.3938713888
1269	0.8323293984	0.3938573925
1270	0.8324102523	0.393833795
1271	0.8324708926	0.393796834
1272	0.8323900388	0.3937890796
1273	0.8324304657	0.3937272856
1274	0.8324304657	0.3937193539
1275	0.832531533	0.3936972597
1276	0.8325113195	0.3936005322
1277	0.8325719599	0.3935917053
1278	0.8325921734	0.3935174324
1279	0.832531533	0.3935076443
1280	0.8325113195	0.393464203
1281	0.8324911061	0.3934202705
1282	0.8325719599	0.3933623924
1283	0.8325517464	0.3933550497
1284	0.8327134541	0.3932480798
1285	0.8326730272	0.3932361047
1286	0.8327336675	0.3932062102
1287	0.8326730272	0.3931833086
1288	0.8327134541	0.3931635924
1289	0.8327943079	0.3931458947
1290	0.8326730272	0.3931053692
1291	0.8327336675	0.3930628281
1292	0.8327134541	0.3930343646
1293	0.8327134541	0.3930152504
1294	0.8326730272	0.3930025568
1295	0.8327134541	0.3929753418
1296	0.8327134541	0.3929686743
1297	0.8326932406	0.3929609157
1298	0.8328751617	0.3929436124
1299	0.8328347348	0.3929231893
1300	0.8328751617	0.3928981452
1301	0.8329560155	0.3928663191
1302	0.8328549483	0.3928587376
1303	0.8329358021	0.3928332046
1304	0.8330772962	0.3927426405
1305	0.8330975097	0.3927391094
1306	0.8331581501	0.392710586
1307	0.8331379366	0.3926915098
1308	0.8332187904	0.3926764944
1309	0.8331581501	0.3926578474
1310	0.8331177232	0.3926521853
1311	0.8331177232	0.3926392264
1312	0.8331581501	0.3926250266
1313	0.8331379366	0.3926084789
1314	0.8330772962	0.3925965764
1315	0.8330570828	0.39258858
1316	0.8330975097	0.3925723625
1317	0.8331783635	0.3925557194
1318	0.8331581501	0.3924946504
1319	0.8332187904	0.3924694062
1320	0.833198577	0.3924403095
1321	0.8333400712	0.3924224546
1322	0.8332592173	0.392399238
1323	0.8333400712	0.3923768292
1324	0.8334007115	0.3923320851
1325	0.833420925	0.3923178526
1326	0.8334007115	0.3923127315
1327	0.833420925	0.3923073738
1328	0.833420925	0.3923030255
1329	0.8334411384	0.3922904593
1330	0.8335219922	0.3922357588
1331	0.8334815653	0.3922064013
1332	0.8335624191	0.3921853076
1333	0.8335219922	0.3921445641
1334	0.8335826326	0.3921115533
1335	0.8335219922	0.3921062612
1336	0.8336028461	0.3920882702
1337	0.8336230595	0.3920621628
1338	0.8336836999	0.3920425081
1339	0.8337241268	0.3920131529
1340	0.8337443402	0.3919932232
1341	0.8337241268	0.3919327902
1342	0.8336634864	0.3919126071
1343	0.8336230595	0.3918759871
1344	0.8336836999	0.3918622309
1345	0.8337241268	0.3918433816
1346	0.8337645537	0.3917636813
1347	0.8337443402	0.3917518613
1348	0.8338049806	0.3917405782
1349	0.8337443402	0.3917181207
1350	0.8337241268	0.3917093191
1351	0.8337241268	0.3917015643
1352	0.833825194	0.3916678358
1353	0.8338049806	0.3916548569
1354	0.8340071151	0.3915882648
1355	0.8340677555	0.3915570513
1356	0.834047542	0.3915172416
1357	0.8340273286	0.3915035386
1358	0.8341890362	0.3914732336
1359	0.8341283959	0.3914331396
1360	0.8340677555	0.391396263
1361	0.8340071151	0.3913784254
1362	0.8340071151	0.3913219834
1363	0.8339262613	0.3912906112
1364	0.834047542	0.391280896
1365	0.8340273286	0.3912646295
1366	0.8340273286	0.3912345455
1367	0.8342496766	0.3911952393
1368	0.834087969	0.3911323751
1369	0.8341283959	0.3911087546
1370	0.8341890362	0.3910870314
1371	0.83426989	0.3910658227
1372	0.8341486093	0.3910220421
1373	0.8342496766	0.3909352151
1374	0.8343507439	0.3909091986
1375	0.8343709573	0.3909022936
1376	0.8343305304	0.3908891286
1377	0.8343103169	0.3908723451
1378	0.8343305304	0.3908513245
1379	0.8344518111	0.3907911979
1380	0.8344518111	0.3907620951
1381	0.8344315977	0.3907394128
1382	0.8344720246	0.3907183802
1383	0.834492238	0.3906969466
1384	0.834492238	0.3906710304
1385	0.8345124515	0.3906605679
1386	0.834492238	0.3906247002
1387	0.8345326649	0.3906058931
1388	0.834714586	0.3905636433
1389	0.834714586	0.3905608667
1390	0.8346943726	0.3905470578
1391	0.8346337322	0.3905358726
1392	0.8346337322	0.3905183516
1393	0.8346943726	0.3904633589
1394	0.8347347995	0.3903999088
1395	0.8347347995	0.3903834075
1396	0.8346741591	0.3903361461
1397	0.8346135188	0.3903242821
1398	0.8345933053	0.3903103104
1399	0.8346135188	0.3902963674
1400	0.8346943726	0.3902797028
1401	0.8345730918	0.3902153715
1402	0.8346135188	0.3902080432
1403	0.8346337322	0.3901908843
1404	0.8345933053	0.3901710564
1405	0.8346741591	0.3901548112
1406	0.8347752264	0.3901285806
1407	0.8347550129	0.3901038757
1408	0.8347347995	0.3900945772
1409	0.8347752264	0.3900433327
1410	0.8348156533	0.3900080879
1411	0.8348358668	0.3899856049
1412	0.8347752264	0.3899692748
1413	0.8348156533	0.3899589064
1414	0.8347954398	0.3899450099
1415	0.8348358668	0.3899287304
1416	0.8348358668	0.389915465
1417	0.8347954398	0.3899078026
1418	0.8348965071	0.3898647178
1419	0.8349167206	0.3898553234
1420	0.8348965071	0.3898269346
1421	0.8348560802	0.3898100111
1422	0.8348965071	0.3897792744
1423	0.8348560802	0.3897713389
1424	0.8349167206	0.3897395827
1425	0.8350784282	0.3897155012
1426	0.8350582147	0.3896992149
1427	0.8350380013	0.3896896852
1428	0.8350177878	0.3896780687
1429	0.8349975744	0.3896567394
1430	0.8349773609	0.3896295331
1431	0.8349773609	0.3896049459
1432	0.8350380013	0.3895820526
1433	0.8350380013	0.3895555228
1434	0.8350380013	0.3895420602
1435	0.8350986417	0.3895250882
1436	0.8351188551	0.3895124898
1437	0.8352199224	0.3894818033
1438	0.8351794955	0.3894600698
1439	0.8351997089	0.3894542646
1440	0.8352805627	0.3894138227
1441	0.8352805627	0.3893658476
1442	0.8352805627	0.3893460472
1443	0.8352603493	0.3893192394
1444	0.8353007762	0.3892982317
1445	0.8353412031	0.3892599475
1446	0.8353209897	0.3892198075
1447	0.83538163	0.3891764937
1448	0.8354220569	0.3891657854
1449	0.8354826973	0.3891383503
1450	0.8355231242	0.3891215673
1451	0.8355433376	0.3891065342
1452	0.8355231242	0.3890850931
1453	0.8355433376	0.3890617132
1454	0.8355029107	0.389039627
1455	0.8355029107	0.3890262011
1456	0.8354624838	0.3890193776
1457	0.8355635511	0.3889974927
1458	0.835603978	0.3889533446
1459	0.8357050453	0.38894243
1460	0.8357454722	0.388909291
1461	0.8357050453	0.3888931724
1462	0.8357252587	0.3888607459
1463	0.8357252587	0.3888541186
1464	0.8356848318	0.3888487323
1465	0.8357252587	0.388829806
1466	0.8356848318	0.3887931998
1467	0.8357858991	0.3887712592
1468	0.8357858991	0.3887421079
1469	0.8358465395	0.3887104485
1470	0.8358869664	0.3886937728
1471	0.8358667529	0.3886711829
1472	0.8359880336	0.3886380199
1473	0.8359476067	0.3886293595
1474	0.836048674	0.3886001226
1475	0.8360284605	0.3885803613
1476	0.836048674	0.3885718094
1477	0.8360891009	0.3885567218
1478	0.8361699547	0.3885362252
1479	0.8361093144	0.3885212828
1480	0.8360688875	0.3884910685
1481	0.8361497413	0.3884789114
1482	0.8361901682	0.388469062
1483	0.8361901682	0.3884140249
1484	0.8361699547	0.3883880352
1485	0.8362508085	0.3883718872
1486	0.8362508085	0.3883661107
1487	0.8362305951	0.3883579207
1488	0.8361901682	0.3883216105
1489	0.8362103816	0.3883102164
1490	0.8361497413	0.3882894678
1491	0.8361497413	0.3882755693
1492	0.8361699547	0.3882590421
1493	0.8360891009	0.3882456523
1494	0.8361699547	0.3882328747
1495	0.8361699547	0.3881944955
1496	0.8361497413	0.388167853
1497	0.8362305951	0.3881355767
1498	0.8362508085	0.3881026581
1499	0.836271022	0.3880787355
1500	0.836271022	0.3880608211
1501	0.8363518758	0.3880248875
1502	0.8363518758	0.3880208247
1503	0.8363114489	0.3880042092
1504	0.8364529431	0.3879231645
1505	0.8363720893	0.3878949637
1506	0.8364125162	0.3878836591
1507	0.8364529431	0.3878463989
1508	0.8363720893	0.3878360018
1509	0.8364731565	0.3878252892
1510	0.8364529431	0.3878160546
1511	0.83649337	0.3877881369
1512	0.83649337	0.3877750939
1513	0.83649337	0.3877632711
1514	0.8364731565	0.3877361256
1515	0.8363923027	0.3877154518
1516	0.8365337969	0.3876881201
1517	0.8365540103	0.3876166292
1518	0.8366348642	0.3876041984
1519	0.8365540103	0.3875909298
1520	0.8365742238	0.3875794527
1521	0.8365337969	0.3875320965
1522	0.8365944373	0.3875076954
1523	0.8365135834	0.3874861882
1524	0.8365135834	0.3874761771
1525	0.8364529431	0.3874480436
1526	0.8365135834	0.3874019352
1527	0.8364731565	0.3873871541
1528	0.8365337969	0.3873674071
1529	0.8365135834	0.3873549235
1530	0.83649337	0.3873340819
1531	0.8365742238	0.3873154637
1532	0.83649337	0.3873018724
1533	0.8365135834	0.3872872938
1534	0.8365540103	0.3872768965
1535	0.8365135834	0.3872151629
1536	0.8366348642	0.3871902229
1537	0.8366550776	0.3871347184
1538	0.8365944373	0.3871112797
1539	0.8365742238	0.3870779512
1540	0.8366348642	0.3870593131
1541	0.8366550776	0.3870409508
1542	0.8367359314	0.3870010787
1543	0.8367763583	0.3869884873
1544	0.8367965718	0.3869834864
1545	0.8367763583	0.3869644019
1546	0.8366752911	0.3869329539
1547	0.8366752911	0.3868993397
1548	0.8366752911	0.3868777206
1549	0.8366955045	0.3868634651
1550	0.8366550776	0.3868461871
1551	0.8366955045	0.386785316
1552	0.8368167853	0.3867410097
1553	0.836938066	0.3866966516
1554	0.8369784929	0.3866318951
1555	0.8369987063	0.3866206958
1556	0.8369987063	0.3865796643
1557	0.8370189198	0.3865589029
1558	0.8370189198	0.3865374677
1559	0.8370189198	0.3865253164
1560	0.8369987063	0.386468394
1561	0.836938066	0.3864532886
1562	0.8368976391	0.3864449837
1563	0.8369784929	0.3864171947
1564	0.8369784929	0.3864073423
1565	0.8369784929	0.3863622738
1566	0.8369784929	0.3863543661
1567	0.8370391332	0.3863357903
1568	0.8370189198	0.3863257443
1569	0.8369784929	0.386312649
1570	0.8369987063	0.3862802263
1571	0.8370997736	0.3862162496
1572	0.8371806274	0.3861650625
1573	0.8370795602	0.3861480874
1574	0.8370997736	0.3861197136
1575	0.8370593467	0.3860922303
1576	0.8370391332	0.3860646505
1577	0.8370593467	0.3860426875
1578	0.8370391332	0.3860260279
1579	0.8370997736	0.3860059332
1580	0.8370997736	0.3859952516
1581	0.8370795602	0.3859767348
1582	0.837160414	0.3859505386
1583	0.8371806274	0.3859335296
1584	0.8372210543	0.3859283018
1585	0.8371806274	0.3859184035
1586	0.8372008409	0.3859087261
1587	0.8372008409	0.3858906277
1588	0.8373423351	0.3858750387
1589	0.837382762	0.3858714896
1590	0.8372614812	0.3858410674
1591	0.837382762	0.3858200559
1592	0.8374434023	0.3857820475
1593	0.8374636158	0.3857715984
1594	0.8373625485	0.3857612429
1595	0.837382762	0.385732965
1596	0.8373423351	0.3857308577
1597	0.8373625485	0.3857221238
1598	0.837382762	0.3856899629
1599	0.8374838292	0.3856647602
1600	0.8374434023	0.3856421785
1601	0.8374029754	0.3856164551
1602	0.8374838292	0.3855956631
1603	0.8374434023	0.3855902063
1604	0.8373423351	0.3855781174
1605	0.8372614812	0.3855479709
1606	0.8372008409	0.3855360874
1607	0.8371806274	0.38552181
1608	0.8373019082	0.3855053564
1609	0.8372816947	0.3854955566
1610	0.8373423351	0.3854858468
1611	0.8373221216	0.3854638015
1612	0.8373221216	0.3854377518
1613	0.8373423351	0.3854139812
1614	0.8375040427	0.3853533107
1615	0.8374838292	0.3853462771
1616	0.8374838292	0.3852938723
1617	0.8375646831	0.3852812151
1618	0.83760511	0.3852604584
1619	0.8376657503	0.3852451206
1620	0.8376657503	0.3852225771
1621	0.8377061772	0.3852014672
1622	0.8377061772	0.3851987879
1623	0.8377668176	0.3851727317
1624	0.837787031	0.3851303472
1625	0.837787031	0.3851223925
1626	0.8378072445	0.3851079031
1627	0.837787031	0.3850902895
1628	0.8378072445	0.3850797357
1629	0.8378072445	0.3850502047
1630	0.8377668176	0.3850426006
1631	0.8379487387	0.384984455
1632	0.8379285252	0.3849726983
1633	0.8378476714	0.3849593751
1634	0.837787031	0.3849426003
1635	0.8377263907	0.3849233935
1636	0.8376859638	0.3849095574
1637	0.8377668176	0.3848866937
1638	0.8378476714	0.3848721084
1639	0.8378476714	0.3848509333
1640	0.8378476714	0.3848312158
1641	0.8378476714	0.3848168928
1642	0.8378476714	0.384789191
1643	0.837827458	0.3847692626
1644	0.8379083118	0.3847497207
1645	0.8378072445	0.3847078638
1646	0.837827458	0.3846954685
1647	0.8378476714	0.3846777026
1648	0.8378678849	0.3846601546
1649	0.8379285252	0.3846454997
1650	0.838009379	0.3846223118
1651	0.838009379	0.3846034544
1652	0.8379487387	0.3845544139
1653	0.8379083118	0.3845237833
1654	0.8379083118	0.3845003858
1655	0.8379083118	0.3844990287
1656	0.8379487387	0.3844954543
1657	0.8379689521	0.3844724932
1658	0.8379487387	0.3844644682
1659	0.8379689521	0.3843744866
1660	0.8379285252	0.3843545122
1661	0.8379285252	0.3843220614
1662	0.8379689521	0.3842762332
1663	0.838049806	0.3842611942
1664	0.8380700194	0.3842485133
1665	0.8382923674	0.384216372
1666	0.8382721539	0.3842090331
1667	0.8382721539	0.3841941829
1668	0.8382923674	0.3841840157
1669	0.8383125809	0.3841814375
1670	0.8382923674	0.3841680504
1671	0.8382923674	0.3841577165
1672	0.8382519405	0.3841325127
1673	0.8381913001	0.3841140954
1674	0.8381710867	0.3840909331
1675	0.8381710867	0.3840439011
1676	0.8381306598	0.3840274416
1677	0.8381913001	0.3839935834
1678	0.838231727	0.3839673329
1679	0.8382115136	0.3839589746
1680	0.8382115136	0.3839229187
1681	0.8382721539	0.3838711666
1682	0.8382519405	0.3838436551
1683	0.8383327943	0.3838261263
1684	0.8383934347	0.3838174079
1685	0.8383530078	0.3838078535
1686	0.8383732212	0.3837844049
1687	0.8383732212	0.3837673943
1688	0.8384136481	0.3837495222
1689	0.8383530078	0.3837316526
1690	0.8383530078	0.3837206302
1691	0.8383732212	0.3837125316
1692	0.8383732212	0.3837010786
1693	0.8383732212	0.3836863858
1694	0.8384945019	0.383667311
1695	0.838454075	0.3836528606
1696	0.8383934347	0.3836325559
1697	0.8384136481	0.3836191256
1698	0.8383934347	0.3836138393
1699	0.8385147154	0.3835827431
1700	0.8385147154	0.3835214202
1701	0.8384338616	0.3834896011
1702	0.8385147154	0.383476125
1703	0.8384136481	0.3834591025
1704	0.8385147154	0.3833732351
1705	0.8385147154	0.3833519014
1706	0.838454075	0.3833121053
1707	0.8385551423	0.3832876729
1708	0.8385955692	0.3832520152
1709	0.8385955692	0.383246599
1710	0.8386359961	0.3832064076
1711	0.8386157827	0.3831890342
1712	0.8386562096	0.3831813794
1713	0.8387168499	0.3831553555
1714	0.8386966365	0.3831061051
1715	0.8386966365	0.3830931904
1716	0.8387370634	0.3830765473
1717	0.8387774903	0.3830702483
1718	0.8387572768	0.3830634992
1719	0.838676423	0.3830573595
