iter	Passed	Remaining
1317	8827	4567
1318	8833	4560
1319	8839	4553
1320	8845	4546
1321	8852	4539
1322	8858	4533
1323	8865	4526
1324	8871	4519
1325	8878	4512
1326	8884	4506
1327	8891	4499
1328	8897	4492
1329	8904	4485
1330	8910	4478
1331	8916	4471
1332	8922	4464
1333	8929	4457
1334	8934	4450
1335	8941	4443
1336	8947	4437
1337	8954	4430
1338	8960	4423
1339	8967	4416
1340	8974	4410
1341	8980	4403
1342	8986	4396
1343	8993	4389
1344	8999	4382
1345	9005	4375
1346	9012	4369
1347	9018	4362
1348	9025	4355
1349	9032	4348
1350	9039	4342
1351	9045	4335
1352	9050	4328
1353	9057	4321
1354	9063	4314
1355	9070	4307
1356	9077	4301
1357	9083	4294
1358	9090	4287
1359	9096	4280
1360	9102	4273
1361	9110	4267
1362	9116	4260
1363	9124	4254
1364	9130	4247
1365	9138	4241
1366	9144	4234
1367	9151	4227
1368	9158	4221
1369	9164	4214
1370	9171	4207
1371	9177	4200
1372	9184	4194
1373	9191	4187
1374	9197	4180
1375	9204	4174
1376	9211	4167
1377	9218	4161
1378	9225	4154
1379	9232	4147
1380	9238	4141
1381	9245	4134
1382	9252	4127
1383	9258	4121
1384	9265	4114
1385	9272	4107
1386	9278	4100
1387	9286	4094
1388	9293	4088
1389	9301	4081
1390	9308	4075
1391	9315	4068
1392	9322	4062
1393	9329	4055
1394	9336	4049
1395	9343	4042
1396	9351	4036
1397	9358	4029
1398	9365	4023
1399	9371	4016
1400	9378	4009
1401	9385	4003
1402	9392	3996
1403	9399	3990
1404	9406	3983
1405	9413	3976
1406	9419	3970
1407	9426	3963
1408	9432	3956
1409	9439	3949
1410	9445	3942
1411	9452	3936
1412	9458	3929
1413	9464	3922
1414	9471	3915
1415	9477	3908
1416	9484	3902
1417	9490	3895
1418	9497	3888
1419	9504	3882
1420	9510	3875
1421	9517	3868
1422	9524	3861
1423	9530	3855
1424	9537	3848
1425	9544	3841
1426	9550	3835
1427	9557	3828
1428	9563	3821
1429	9570	3814
1430	9576	3808
1431	9583	3801
1432	9589	3794
1433	9595	3787
1434	9602	3780
1435	9608	3773
1436	9615	3767
1437	9621	3760
1438	9627	3753
1439	9633	3746
1440	9640	3739
1441	9647	3733
1442	9655	3726
1443	9662	3720
1444	9668	3713
1445	9675	3706
1446	9681	3700
1447	9688	3693
1448	9694	3686
1449	9701	3679
1450	9707	3672
1451	9714	3666
1452	9720	3659
1453	9726	3652
1454	9733	3645
1455	9739	3639
1456	9746	3632
1457	9752	3625
1458	9759	3618
1459	9766	3612
1460	9773	3605
1461	9779	3598
1462	9786	3592
1463	9793	3585
1464	9799	3578
1465	9805	3571
1466	9812	3564
1467	9818	3558
1468	9825	3551
1469	9831	3544
1470	9837	3537
1471	9844	3531
1472	9850	3524
1473	9857	3517
1474	9863	3510
1475	9870	3504
1476	9876	3497
1477	9883	3490
1478	9890	3484
1479	9897	3477
1480	9904	3470
1481	9910	3464
1482	9917	3457
1483	9924	3450
1484	9932	3444
1485	9939	3437
1486	9946	3431
1487	9952	3424
1488	9959	3417
1489	9965	3411
1490	9972	3404
1491	9979	3397
1492	9986	3391
1493	9993	3384
1494	9999	3377
1495	10006	3371
1496	10012	3364
1497	10019	3357
1498	10025	3350
1499	10032	3344
1500	10038	3337
1501	10045	3330
1502	10051	3323
1503	10057	3316
1504	10063	3310
1505	10070	3303
1506	10076	3296
1507	10082	3289
1508	10089	3282
1509	10096	3276
1510	10102	3269
1511	10109	3262
1512	10115	3256
1513	10121	3249
1514	10128	3242
1515	10135	3235
1516	10142	3229
1517	10149	3222
1518	10156	3216
1519	10163	3209
1520	10170	3202
1521	10176	3196
1522	10184	3189
1523	10190	3182
1524	10197	3176
1525	10204	3169
1526	10211	3163
1527	10218	3156
1528	10225	3150
1529	10232	3143
1530	10239	3136
1531	10246	3130
1532	10253	3123
1533	10259	3116
1534	10266	3110
1535	10273	3103
1536	10280	3096
1537	10286	3090
1538	10293	3083
1539	10300	3076
1540	10307	3070
1541	10314	3063
1542	10321	3056
1543	10327	3050
1544	10334	3043
1545	10340	3036
1546	10347	3030
1547	10354	3023
1548	10361	3016
1549	10368	3010
1550	10375	3003
1551	10381	2996
1552	10387	2989
1553	10394	2983
1554	10401	2976
1555	10408	2969
1556	10415	2963
1557	10421	2956
1558	10428	2950
1559	10435	2943
1560	10442	2936
1561	10449	2930
1562	10455	2923
1563	10462	2916
1564	10468	2909
1565	10474	2902
1566	10482	2896
1567	10489	2889
1568	10495	2883
1569	10502	2876
1570	10509	2869
1571	10516	2863
1572	10523	2856
1573	10529	2849
1574	10536	2843
1575	10543	2836
1576	10550	2829
1577	10557	2823
1578	10563	2816
1579	10569	2809
1580	10576	2803
1581	10583	2796
1582	10590	2789
1583	10597	2783
1584	10603	2776
1585	10610	2769
1586	10617	2763
1587	10624	2756
1588	10630	2749
1589	10637	2743
1590	10644	2736
1591	10651	2729
1592	10658	2723
1593	10665	2716
1594	10675	2710
1595	10683	2704
1596	10691	2697
1597	10699	2691
1598	10706	2684
1599	10713	2678
1600	10719	2671
1601	10726	2664
1602	10733	2658
1603	10739	2651
1604	10746	2644
1605	10753	2638
1606	10759	2631
1607	10766	2624
1608	10773	2617
1609	10779	2611
1610	10786	2604
1611	10793	2597
1612	10799	2591
1613	10806	2584
1614	10813	2577
1615	10820	2571
1616	10827	2564
1617	10834	2558
1618	10841	2551
1619	10848	2544
1620	10855	2538
1621	10862	2531
1622	10869	2524
1623	10876	2518
1624	10883	2511
1625	10891	2505
1626	10898	2498
1627	10905	2491
1628	10912	2485
1629	10920	2478
1630	10926	2472
1631	10933	2465
1632	10940	2458
1633	10946	2451
1634	10954	2445
1635	10961	2438
1636	10968	2432
1637	10975	2425
1638	10982	2418
1639	10989	2412
1640	10995	2405
1641	11003	2399
1642	11010	2392
1643	11017	2385
1644	11024	2379
1645	11031	2372
1646	11038	2365
1647	11045	2359
1648	11052	2352
1649	11059	2345
1650	11065	2339
1651	11072	2332
1652	11079	2325
1653	11086	2319
1654	11093	2312
1655	11100	2305
1656	11107	2299
1657	11114	2292
1658	11121	2285
1659	11127	2279
1660	11134	2272
1661	11141	2265
1662	11148	2259
1663	11155	2252
1664	11162	2245
1665	11169	2239
1666	11176	2232
1667	11183	2225
1668	11189	2219
1669	11195	2212
1670	11202	2205
1671	11209	2198
1672	11216	2192
1673	11222	2185
