iter	Logloss
400	0.4203767853
401	0.4202736282
402	0.4201941249
403	0.4199500122
404	0.4198649089
405	0.4197896678
406	0.4197479579
407	0.4197090505
408	0.4196560644
409	0.4195636342
410	0.4193158213
411	0.4191414591
412	0.4190746943
413	0.4190243251
414	0.4189488576
415	0.418865743
416	0.4188111445
417	0.418770223
418	0.4187243474
419	0.4185538635
420	0.4184658839
421	0.4183692576
422	0.4182669449
423	0.4181723506
424	0.4180880152
425	0.417958402
426	0.417832283
427	0.4177710063
428	0.4176612574
429	0.4176023331
430	0.4174875183
431	0.4173081919
432	0.4172532527
433	0.4172091192
434	0.4171758219
435	0.4171185252
436	0.4170575892
437	0.4170051982
438	0.4169619319
439	0.4169142278
440	0.4168675257
441	0.4167504679
442	0.4166226196
443	0.4165630391
444	0.4164169896
445	0.4163703944
446	0.4162505976
447	0.4161948166
448	0.4161107483
449	0.4160641403
450	0.4160123749
451	0.415880427
452	0.4157210922
453	0.4156693166
454	0.4156149089
455	0.4154945323
456	0.4154503504
457	0.4153877945
458	0.4153367996
459	0.4152552287
460	0.4151206156
461	0.4150843633
462	0.4150414276
463	0.4149882584
464	0.4149443309
465	0.4148652802
466	0.4148162486
467	0.414733724
468	0.4146823807
469	0.4146331787
470	0.414540123
471	0.4144895579
472	0.4144329656
473	0.4143725408
474	0.414328982
475	0.414255628
476	0.4142112325
477	0.4141508128
478	0.4140981776
479	0.4139892934
480	0.4139374008
481	0.4138825277
482	0.4138235219
483	0.4137777786
484	0.4136637726
485	0.4135588888
486	0.413520134
487	0.4134598694
488	0.4132601191
489	0.4131364517
490	0.412976265
491	0.4129356613
492	0.4128982035
493	0.412858434
494	0.4128119227
495	0.412704656
496	0.4126096446
497	0.4125466537
498	0.4125085347
499	0.4123805644
500	0.4122637889
501	0.4122092896
502	0.4121801503
503	0.4121419856
504	0.4121008097
505	0.4120542018
506	0.4119867249
507	0.4118680776
508	0.4118292567
509	0.4117905095
510	0.4116542358
511	0.4116103185
512	0.4115611928
513	0.4114674276
514	0.4113593343
515	0.4113143438
516	0.4112635803
517	0.4112201614
518	0.411131223
519	0.411053271
520	0.4110061849
521	0.4108631261
522	0.4108025665
523	0.4107551575
524	0.4107200419
525	0.4106467031
526	0.4105485382
527	0.4105033569
528	0.4104321035
529	0.4103901011
530	0.4102528763
531	0.4102101873
532	0.4101226095
533	0.4100903931
534	0.4099924571
535	0.4099520137
536	0.4098959223
537	0.4098613485
538	0.4098234634
539	0.4097772217
540	0.4097380829
541	0.4096169535
542	0.4095250066
543	0.4093336639
544	0.4092455571
545	0.4091714681
546	0.4091310145
547	0.4090965169
548	0.4090267029
549	0.4089911372
550	0.4088816071
551	0.4088061676
552	0.4087269821
553	0.408580869
554	0.4085321198
555	0.4084447378
556	0.4083113327
557	0.4082465439
558	0.4082151896
559	0.4081060511
560	0.4080183131
561	0.407934611
562	0.4078872986
563	0.4078153534
564	0.4077673111
565	0.4076735179
566	0.4075921249
567	0.4075172323
568	0.4074690018
569	0.4073972982
570	0.4073619563
571	0.4073087413
572	0.4072145411
573	0.4071173045
574	0.4070673116
575	0.4069831416
576	0.4068636551
577	0.4068197174
578	0.4067899475
579	0.4066873144
580	0.4065860087
581	0.4065045039
582	0.406456398
583	0.4064144796
584	0.4063419545
585	0.4063183365
586	0.4062419535
587	0.4061896642
588	0.4060581665
589	0.4059421209
590	0.4059061712
591	0.4058297373
592	0.4057682724
593	0.4057328796
594	0.4056843211
595	0.405642306
596	0.4055592982
597	0.4055224355
598	0.40548172
599	0.4053691305
600	0.4053335241
601	0.4052950617
602	0.4052331848
603	0.4051215795
604	0.4050844142
605	0.4050437597
606	0.4049991353
607	0.404948705
608	0.4048366623
609	0.4047991384
610	0.4047596181
611	0.4046028086
612	0.4045612615
613	0.4045191803
614	0.4044774857
615	0.4043989131
616	0.4042942785
617	0.4042626139
618	0.4042246984
619	0.4041597468
620	0.4041210887
621	0.4040716756
622	0.404017395
623	0.4039379934
624	0.4038236821
625	0.4037065201
626	0.4036619797
627	0.4035763295
628	0.4035435257
629	0.4034478861
630	0.4033822021
631	0.4033321889
632	0.4032709605
633	0.4031905848
634	0.403144338
635	0.4030876719
636	0.4030202764
637	0.4029868546
638	0.4028862966
639	0.4028545812
640	0.4027931646
641	0.4027594528
642	0.4026943309
643	0.4026533534
644	0.402584348
645	0.4025043716
646	0.4024300588
647	0.4023899307
648	0.402354716
649	0.4023203201
650	0.4022820562
651	0.4022462362
652	0.402175354
653	0.4021317978
654	0.4020620143
655	0.4020221405
656	0.4019761658
657	0.4019216792
658	0.401877594
659	0.401842364
660	0.4017739309
661	0.4017415797
662	0.4016431249
663	0.4016022517
664	0.401577179
665	0.401482722
666	0.4013692525
667	0.4013452861
668	0.4013071264
669	0.4012447306
670	0.4012143046
671	0.4011514893
672	0.4010965144
673	0.4010316671
674	0.400980189
675	0.40094664
676	0.4009116084
677	0.4008756231
678	0.4008333079
679	0.4007742615
680	0.4007158457
681	0.4006676966
682	0.4005771179
683	0.4005450058
684	0.400508194
685	0.4004552536
686	0.4004227015
687	0.4003708827
688	0.4002847468
689	0.4002427012
690	0.4002049128
691	0.400159668
692	0.4001321437
693	0.4000665487
694	0.4000193176
695	0.3999800415
696	0.39985584
697	0.399809082
698	0.399759641
699	0.3996605275
700	0.3996113485
701	0.3995803197
702	0.3995147527
703	0.3994756012
704	0.3994274724
705	0.3993977687
706	0.3993081767
707	0.3991933212
708	0.3991595332
709	0.3991296336
710	0.3990943578
711	0.3990085347
712	0.398926328
713	0.3988241831
714	0.3987951126
715	0.3987681859
716	0.398721138
717	0.3986830495
718	0.3986151911
719	0.3985551732
720	0.3985164973
721	0.3984642105
722	0.3984251099
723	0.3983825175
724	0.3982770284
725	0.3982388891
726	0.3982107798
727	0.3981802597
728	0.3981290817
729	0.3980644506
730	0.3979574051
731	0.3979161784
732	0.3978671112
733	0.3978018214
734	0.3977653249
735	0.3977339071
736	0.3976944224
737	0.3976698761
738	0.3976114578
739	0.3975710093
740	0.3975181554
741	0.3974749451
742	0.3974476318
743	0.3974223938
744	0.3973996785
745	0.3973611679
746	0.3973277435
747	0.3972486038
748	0.3972189128
749	0.3971414413
750	0.397091746
751	0.3970442632
752	0.3969929733
753	0.3969549459
754	0.3968806814
755	0.3968438441
756	0.3967464066
757	0.3966471303
758	0.3965998128
759	0.3965464172
760	0.3965161896
761	0.3964798457
762	0.3964010137
763	0.3963696518
764	0.3963412526
765	0.3962953033
766	0.3962649434
767	0.396201973
768	0.3961725489
769	0.3961325277
770	0.3961070404
771	0.3960758667
772	0.3960442098
773	0.3959837621
774	0.3959583028
775	0.3959143117
776	0.3958881632
777	0.3958290329
778	0.3957836049
779	0.3957015457
780	0.3956748123
781	0.3956545308
782	0.3956285248
783	0.3955788447
784	0.3955300191
785	0.3955018921
786	0.3954651693
787	0.3953705851
788	0.395339887
789	0.3953128382
790	0.3952629267
791	0.3952144877
792	0.3951817169
793	0.395145607
794	0.3950759913
795	0.3950339406
796	0.394977684
797	0.3949508438
798	0.3949196269
799	0.3948879267
800	0.3947957128
801	0.3947372157
802	0.3947144953
803	0.3946724396
804	0.3946441701
805	0.3945845261
806	0.3945387446
807	0.3945110296
808	0.3944640579
809	0.3944308446
810	0.3944042892
811	0.394389801
812	0.3943465144
813	0.3942958781
814	0.3942612788
815	0.3942263845
816	0.3941548055
817	0.3940839157
818	0.3940096232
819	0.3939305318
820	0.3939060364
821	0.3938701528
822	0.3938365885
823	0.3938001022
824	0.3937755203
825	0.3937398351
826	0.3937044856
827	0.393668691
828	0.3936328964
829	0.3935832876
830	0.3935386963
831	0.3935001322
832	0.3934362411
833	0.3933983968
834	0.393338885
835	0.3933148193
836	0.3932927729
837	0.3932605031
838	0.3932272263
839	0.3931950429
840	0.3931677882
841	0.3931466522
842	0.3931148758
843	0.3930617218
844	0.393025561
845	0.3929966125
846	0.392957372
847	0.3929255397
848	0.3928850479
849	0.3928346074
850	0.3928021876
851	0.3927745946
852	0.3927440109
853	0.3926911901
854	0.3925967255
855	0.3925398712
856	0.3924867554
857	0.3924618505
858	0.3924454015
859	0.3923658447
860	0.3923150253
861	0.3922874018
862	0.3922555211
863	0.3922222595
864	0.3921798197
865	0.3921160329
866	0.3920831223
867	0.3920374196
868	0.3919967906
869	0.391969518
870	0.3919275411
871	0.3918980484
872	0.3918723958
873	0.3918152593
874	0.3917923991
875	0.3917534205
876	0.3917247849
877	0.3916952667
878	0.3916481628
879	0.391602445
880	0.3915689189
881	0.3915498454
882	0.3915114517
883	0.3914647039
884	0.3914382985
885	0.3914059194
886	0.3913578924
887	0.3913337046
888	0.3912903214
889	0.3912086563
890	0.3911605759
891	0.3911281637
892	0.391108785
893	0.3910878448
894	0.3910331701
895	0.3910053609
896	0.3909770864
897	0.3909558741
898	0.3909033915
899	0.3908806381
900	0.3908502172
901	0.3908255183
902	0.3907778651
903	0.3907446721
904	0.3907063446
905	0.3906694489
906	0.3906408259
907	0.3906095912
908	0.3905587921
909	0.3905244013
910	0.3904758352
911	0.3904463882
912	0.3904041036
913	0.3903641001
914	0.3903154221
915	0.3902368647
916	0.3902138036
917	0.3901666285
918	0.3901314952
919	0.3900879695
920	0.3900459035
921	0.390010554
922	0.3899484253
923	0.3899168371
924	0.3898821869
925	0.389834638
926	0.3898069229
927	0.389773735
928	0.3897389323
929	0.389679423
930	0.3896469549
931	0.3896173604
932	0.3895953115
933	0.3895589015
934	0.3895157496
935	0.3894825745
936	0.389405894
937	0.3893767726
938	0.3893414739
939	0.389308609
940	0.3892672475
941	0.3892417959
942	0.3892190297
943	0.3891914419
944	0.3891656189
945	0.3891296972
946	0.3891072388
947	0.3890708313
948	0.3890502472
949	0.3890174484
950	0.3889842631
951	0.388957489
952	0.3889197947
953	0.3889011459
954	0.3888784688
955	0.3888066711
956	0.3887850444
957	0.3887411245
958	0.3887026545
959	0.3886594772
960	0.3886263377
961	0.3885969925
962	0.3885680517
963	0.3885415675
964	0.3885154673
965	0.3884633128
966	0.3883939946
967	0.3883602549
968	0.3883166529
969	0.3882845256
970	0.3882471339
971	0.3882126897
972	0.3881843033
973	0.3881434937
974	0.3881237564
975	0.3880874659
976	0.3880578105
977	0.3880298513
978	0.3880019887
979	0.3879776001
980	0.3879506505
981	0.3879244893
982	0.3878946584
983	0.3878697332
984	0.3878282089
985	0.3877963664
986	0.3877302068
987	0.3876966985
988	0.3876677144
989	0.3876343053
990	0.3875945358
991	0.3875732193
992	0.3875417887
993	0.3875084152
994	0.3874730657
995	0.3874417597
996	0.3873708496
997	0.3873406372
998	0.3873048452
999	0.3872415771
1000	0.3872104747
1001	0.387182724
1002	0.3871594442
1003	0.387134201
1004	0.3870877762
1005	0.3870542501
1006	0.3870279109
1007	0.3869834061
1008	0.3869657771
1009	0.3869278692
1010	0.3869107819
1011	0.3868757197
1012	0.3868451207
1013	0.3867779185
1014	0.3867567927
1015	0.3867391281
1016	0.3867113775
1017	0.3866821086
1018	0.3866565959
1019	0.3866269582
1020	0.3866008428
1021	0.3865788422
1022	0.3865585836
1023	0.3865235443
1024	0.3864901225
1025	0.3864622421
1026	0.3864371948
1027	0.3863992411
1028	0.3863690084
1029	0.386321701
1030	0.3862944209
1031	0.3862774175
1032	0.3862574437
1033	0.3861965485
1034	0.3861659342
1035	0.38612839
1036	0.3860994949
1037	0.3860462163
1038	0.386012291
1039	0.3859802958
1040	0.3859676387
1041	0.3859293594
1042	0.3858551025
1043	0.3858255844
1044	0.3857861354
1045	0.3857590052
1046	0.3857353134
1047	0.3856432978
1048	0.3856006343
1049	0.3855756709
1050	0.3855501302
1051	0.3855224915
1052	0.3854937261
1053	0.385465182
1054	0.3854450226
1055	0.3854283778
1056	0.3853892543
1057	0.385359759
1058	0.3853236669
1059	0.3852958984
1060	0.385261968
1061	0.3852332891
1062	0.3852088903
1063	0.3851932755
1064	0.3851658834
1065	0.3851502202
1066	0.3851228205
1067	0.3850817159
1068	0.3850549138
1069	0.3850117366
1070	0.3849787598
1071	0.3849445597
1072	0.3849130122
1073	0.3848856099
1074	0.3848555934
1075	0.3848272095
1076	0.3847861048
1077	0.3847630514
1078	0.3847300746
1079	0.3846962967
1080	0.3846589712
1081	0.3846294429
1082	0.3846023178
1083	0.3845781682
1084	0.3845141907
1085	0.3844760208
1086	0.3844428533
1087	0.3844168549
1088	0.3843910726
1089	0.3843564987
1090	0.3843267288
1091	0.3843082606
1092	0.3842703069
1093	0.3842353617
1094	0.3842094676
1095	0.3841865133
1096	0.3841531067
1097	0.3841244812
1098	0.3840944697
1099	0.3840239512
1100	0.3839898809
1101	0.383957044
1102	0.383940773
1103	0.383912974
1104	0.3838765386
1105	0.3838538666
1106	0.3838229599
1107	0.3838068568
1108	0.3837925898
1109	0.3837613042
1110	0.3837304077
1111	0.3837028758
1112	0.3836796341
1113	0.3836534805
1114	0.3836276499
1115	0.3836037038
1116	0.3835775223
1117	0.3835306473
1118	0.3835084483
1119	0.3834846827
1120	0.3834581197
1121	0.3834413681
1122	0.3834147135
1123	0.3833845062
1124	0.3833438517
1125	0.3833170446
1126	0.3832834524
1127	0.3832565613
1128	0.3832259979
1129	0.3831920929
1130	0.3831655833
1131	0.3831458104
1132	0.3831173147
1133	0.3830919215
1134	0.3830603765
1135	0.3829615885
1136	0.3829396388
1137	0.3828693059
1138	0.3828417842
1139	0.3828127594
1140	0.3827719752
1141	0.3827509486
1142	0.3827296855
1143	0.3826917013
1144	0.3826758499
1145	0.3826477305
1146	0.3826312764
1147	0.3825929108
1148	0.3825720367
1149	0.3825288239
1150	0.3825014826
1151	0.3824717611
1152	0.3824416885
1153	0.3824133301
1154	0.3823855006
1155	0.3823736598
1156	0.38232665
1157	0.3822952932
1158	0.3822662125
1159	0.3822359212
1160	0.3822027257
1161	0.3821811142
1162	0.3821620127
1163	0.3821465276
1164	0.3821278534
1165	0.3821006927
1166	0.3820690893
1167	0.3820427984
1168	0.3820130971
1169	0.3820018158
1170	0.3819681651
1171	0.381948672
1172	0.3819198278
1173	0.3819013621
1174	0.3818783239
1175	0.381851354
1176	0.3818224157
1177	0.3818056641
1178	0.3817819722
1179	0.3817458496
1180	0.3817171834
1181	0.3816742859
1182	0.3816445312
1183	0.3816139476
1184	0.3815850347
1185	0.3815573934
1186	0.3815255381
1187	0.3815014292
1188	0.3814804179
1189	0.381463529
1190	0.3814442495
1191	0.3814092687
1192	0.3813829524
1193	0.3813533986
1194	0.3813256785
1195	0.381308993
1196	0.381285642
1197	0.3812591934
1198	0.3812269338
1199	0.3812027512
1200	0.3811753998
1201	0.381149999
1202	0.3811158829
1203	0.381091451
1204	0.3810714722
1205	0.3810525589
1206	0.3810219981
1207	0.3810021667
1208	0.3809789886
1209	0.3809614614
1210	0.3809311803
1211	0.380907018
1212	0.3808530146
1213	0.3808375219
1214	0.380808314
1215	0.3807809982
1216	0.3807536189
1217	0.3807263133
1218	0.3806913961
1219	0.3806553574
1220	0.3806350683
1221	0.3806196798
1222	0.3805982259
1223	0.3805751343
1224	0.3805432866
1225	0.3805176697
1226	0.3804930166
1227	0.380455958
1228	0.3804303385
1229	0.3803929545
1230	0.3803676351
1231	0.380332812
1232	0.3803033422
1233	0.3802763926
1234	0.3802501933
1235	0.3801819153
1236	0.3801666565
1237	0.3801414159
1238	0.3801111857
1239	0.3800744273
1240	0.3800461095
1241	0.3800189489
1242	0.3799879227
1243	0.3799611638
1244	0.3799313329
1245	0.379910881
1246	0.3798867162
1247	0.3798215357
1248	0.3797979431
1249	0.3797635676
1250	0.3797365112
1251	0.3796689224
1252	0.3796339595
1253	0.3796107864
1254	0.3795890783
1255	0.3795649872
1256	0.3795358607
1257	0.3795029933
1258	0.3794796295
1259	0.3794450429
1260	0.3794151128
1261	0.3793927536
1262	0.3793771795
1263	0.3793545787
1264	0.3793249512
1265	0.3792904968
1266	0.3792618052
1267	0.3792378896
1268	0.3792006302
1269	0.3791568095
1270	0.3791329651
1271	0.3791127625
1272	0.3790926768
1273	0.3790700912
1274	0.379044927
1275	0.3790349019
1276	0.3790126444
1277	0.378989652
1278	0.3789537633
1279	0.3789317678
1280	0.3789090551
1281	0.378883522
1282	0.3788652445
1283	0.3788460668
1284	0.3788210907
1285	0.3787925593
1286	0.3787685979
1287	0.3787503637
1288	0.378728597
1289	0.3786919657
1290	0.3786647949
1291	0.3786314189
1292	0.3786077143
1293	0.3785770162
1294	0.3785542399
1295	0.3785313136
1296	0.3785107066
1297	0.3784878235
1298	0.3784515152
1299	0.3784253108
1300	0.3783897756
1301	0.3783662567
1302	0.3783327408
1303	0.3783060735
1304	0.3782916234
1305	0.3782704798
1306	0.3782443644
1307	0.3782149226
1308	0.378187144
1309	0.3781642329
1310	0.3781438141
1311	0.3781219915
1312	0.3780965169
1313	0.3780768305
1314	0.3780159607
1315	0.3779565786
1316	0.3779403076
1317	0.3779101969
1318	0.3778951848
1319	0.3778769328
1320	0.3778555628
1321	0.377838061
1322	0.3778146515
1323	0.3777989731
1324	0.3777688344
1325	0.377744929
1326	0.3777179616
1327	0.3776971563
1328	0.3776748734
1329	0.3776552811
1330	0.377626976
1331	0.377580719
1332	0.3775509822
1333	0.3775246938
1334	0.3774653371
1335	0.3774385478
1336	0.3774130834
1337	0.3773845189
1338	0.3773575872
1339	0.3773276138
1340	0.3773055064
1341	0.3772862752
1342	0.3772685827
1343	0.3772407964
1344	0.3772265498
1345	0.3772127431
1346	0.3771849518
1347	0.3771639404
1348	0.3771440023
1349	0.3771094233
1350	0.3770820007
1351	0.3770684942
1352	0.3770105082
1353	0.3769943492
1354	0.376972285
1355	0.3769394531
1356	0.3769119797
1357	0.3768663457
1358	0.3768457057
1359	0.3768171717
1360	0.3767763545
1361	0.3767532628
1362	0.3767300517
1363	0.3767097804
1364	0.376685524
1365	0.376663859
1366	0.3766379496
1367	0.3766173172
1368	0.3765913137
1369	0.376548617
1370	0.3765164363
1371	0.3764809443
1372	0.3764595642
1373	0.3764406611
1374	0.3764193954
1375	0.3763930613
1376	0.3763671646
1377	0.3763451894
1378	0.3763191452
1379	0.3762943293
1380	0.3762377675
1381	0.3762234777
1382	0.3762037175
1383	0.3761796519
1384	0.3761538747
1385	0.3761372452
1386	0.3761044566
1387	0.3760848262
1388	0.3760658315
1389	0.3760474726
1390	0.3760277456
1391	0.3760081736
1392	0.3759883906
1393	0.3759599864
1394	0.3759449514
1395	0.3759176941
1396	0.3758925603
1397	0.3758740056
1398	0.3758490143
1399	0.3758251012
1400	0.3758072332
1401	0.3757766139
1402	0.3757482529
1403	0.3757227453
1404	0.3757009837
1405	0.3756717224
1406	0.3756506526
1407	0.3756274338
1408	0.3756053009
1409	0.3755833333
1410	0.3755649185
1411	0.3755447413
1412	0.3755296249
1413	0.375509992
1414	0.3754834747
1415	0.375462326
1416	0.3754420802
1417	0.3754149933
1418	0.3753945262
1419	0.3753767649
1420	0.375356458
1421	0.3753359553
1422	0.3753065135
1423	0.375288798
1424	0.375271726
1425	0.375246315
1426	0.3752213669
1427	0.3751985804
1428	0.3751833572
1429	0.3751706111
1430	0.3751338374
1431	0.3751217931
1432	0.3750936508
1433	0.3750650991
1434	0.3750423864
1435	0.3750150909
1436	0.3749787928
1437	0.374959404
1438	0.3749173177
1439	0.3748944626
1440	0.3748825073
1441	0.3748552704
1442	0.3748310623
1443	0.374790362
1444	0.3747629852
1445	0.3747483571
1446	0.3747297999
1447	0.3747123922
1448	0.3746913579
1449	0.374663559
1450	0.3746362076
1451	0.3746148733
1452	0.3745889486
1453	0.3745697072
1454	0.3745488714
1455	0.3745265274
1456	0.3744912186
1457	0.3744689407
1458	0.3744388326
1459	0.374415156
1460	0.3743977254
1461	0.3743735224
1462	0.3743459854
1463	0.3743203125
1464	0.3742889862
1465	0.3742640483
1466	0.3742386119
1467	0.3742187703
1468	0.3741991221
1469	0.3741774419
1470	0.3741557897
1471	0.3741372604
1472	0.3741098862
1473	0.374085317
1474	0.3740645269
1475	0.3740494232
1476	0.3740188319
1477	0.3739946365
1478	0.3739705175
1479	0.3739471995
1480	0.3739309769
1481	0.3739075292
1482	0.3738847834
1483	0.3738601634
1484	0.3738318507
1485	0.3738122101
1486	0.3737900721
1487	0.3737609762
1488	0.3737469203
1489	0.3737342911
1490	0.3737062785
1491	0.3736814728
1492	0.3736497014
1493	0.373633695
1494	0.3736112976
1495	0.3735916926
1496	0.3735605265
1497	0.3735371831
1498	0.373512942
1499	0.3734955114
1500	0.3734812775
1501	0.3734576747
1502	0.3734386088
1503	0.3734293416
1504	0.3734120076
1505	0.3733932521
1506	0.3733602015
1507	0.3733473155
1508	0.3733239136
1509	0.3733045019
1510	0.3732857641
1511	0.3732647731
1512	0.3732404531
